公司名稱,網址,標籤資訊,品牌名稱,主要產品,攤位號碼
美歐德企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/660D7BE18EB81734C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1055,"Gaming, SI, Security, Semiconductor, SmartHome","SWANN , archgon","鋰電池及鋰離子電池,散熱片及熱導管,遊戲機控制器及搖桿,固態硬碟,光碟機,網路監控攝影機",
美超微電腦股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8AC74A4356921614C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1057,,,伺服器,
群固企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F7AB586454C95B1BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1058,"DataCenter, EdgeComputing, HPC, Liquidcooling, Semiconductor",DOWSIL,"散熱片及熱導管,導熱膏 / 散熱膏,電腦散熱裝置及風扇,AI 氣冷/水冷/液冷散熱系統,液冷式散熱系統,散熱材料",
群暉科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0FD6AF622BF07E07C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1059,"AI, Cloud, DataCenter, Security, other",Synology,網路儲存,
群正有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0C1EA5F782EB4BA2C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1060,"ESG, Gaming",monifilm,其他電腦周邊,
群睿科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2AD26DF25F7D1737C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1061,"SI, Security, SmartCity",GAINWISE,影像電話機,
群聯電子股份有限公司竹南分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DF32B1B082927027C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1062,"AI, AI Service, DataCenter, GenerativeAI, other",,其他電腦儲存裝置及媒體,
義傳科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/420DBB42802E3A22C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1063,"6G, WiFi6E, WiFi7",Metanoia,,
義隆電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/97F784A70389EAECC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1064,"AI, EV, Semiconductor, SmartCockpit",ELAN,"觸控IC,先進駕駛輔助系統",
羽澤科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F85DEE578AA911F6C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1065,Gaming,MOZA,遊戲機控制器及搖桿,
翌勝電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/39B599E694C73F48C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1066,"ESG, Embedded",EDAC,"交換式電源供應器,電源適配器",
翔霖科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F3CA599D3BB34E2BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1070,Gaming,SEIGYO,"不斷電系統,耳麥,滑鼠,其他電腦周邊",
耐能智慧股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5683C201C8836251C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1071,"AI, AMR, AutonomousVehicles, EdgeComputing",,"無人駕駛搬運車,深度學習服務 / 設備,先進駕駛輔助系統,IP/數位監控,生成式AI / 大型語言模型,邊緣運算",
耐能電池股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4F020F12AC4B6051C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1072,"EV, other",NEXcell,"鋰電池及鋰離子電池,不斷電系統",
聖保德科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/31E96E39106EE6C5C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1074,CyberSecurity,SPT,其他電腦周邊,
聖威光電科技發展股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A05DD3518AC0AF93C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1075,,SANOC,光纖,
聖戈班先進材料股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A69F4F711D397E93C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1077,"EV, EnergyStorage",,,
聚大橡膠企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A5884A4C5E9905EFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1078,other,,"手持裝置殼及保護套,手持裝置立架,其他電腦零組件,電腦鍵盤",
聚田國際貿易有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/26AD1AA0A81009AF6CE66B97581E242E96F6ACF547D9859B/info.html?lt=data&vt=show-area&cr=1079,,,,
聚田國際貿易有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/26AD1AA0A81009AFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1080,"AI, EnergyStorage, SmartCity, SmartHome, other",,崁入式系統及周邊,
聚陽實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2F9D63C0E543AE68C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1081,other,,,
聯剛科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E4AD4B054C89BBC9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1082,"BigData, DataCenter, EdgeComputing, Embedded, Semiconductor",AiRPA,"自動及工業控制器模組,可程式自動化控制器 / 可程式控制器,崁入式系統及周邊",
聯力工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3024B4B10DD0E09CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1083,other,LIANLI,電腦機殼,
聯界電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BAAE84276ECEFCA7C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1084,"Gaming, Liquidcooling",AZZA,電腦機殼,
聯發科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/76931086E154AAFCC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1085,"EdgeComputing, GenerativeAI, Semiconductor, SmartCar, WiFi7",MediaTek,IC設計、封裝及代工,
聯穎科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/07EC9FD46739C3D9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1086,"EV, SmartCar",,"手持裝置傳輸線,USB介面轉接頭、線材及集線器",
聯聖科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/359B52232A6867CCC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1087,"Carsharing, ChatBot, CircularEconomy, Cloud, DataCenter",ViTiny,數位顯微鏡,
聰泰科技開發股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/FF377960F19F8FAEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1090,"AI, EdgeComputing, Embedded, SmartCity, SmartRetail",,邊緣運算,
肯微科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CA7BEC65FD6D05B1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1093,"AI, DataCenter, EdgeComputing, HPC, Liquidcooling",CPW,AI交換式電源供應器,
至佳電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5EC1C2FFB687482DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1095,"6G, AI, CyberSecurity, EdgeComputing, HPC",,"其他電腦零組件,光纖",
至擎科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A5B768802AB1ED36C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1096,"Cloud, GreenTech",,不斷電系統,
至誼實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D06B57FBE01F714AC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1097,"AR/VR/MR/XR, e-bike",,"電腦包,智慧穿戴裝置,VR週邊產品",
興能高科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E7A71E2A9A4F39A1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1101,"CarbonNeutral, EnergyStorage, GreenTech, other",,鋰電池及鋰離子電池,
艾可米科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DAA9B98DE26D0A44C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1104,other,,記憶卡,
艾法科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/25B5F88107CD066DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1105,SmartHome,AIFA TECH,其他網通產品,
艾爾莎光電科技（深圳）有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4E7F28A267A3EF2066B201C36669FF04D0636733C6861689/info.html?lt=data&vt=show-area&cr=1106,,ELSA,液晶顯示器,
艾瑪斯科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/74FD19904D2EC6E1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1108,"DataCenter, GenerativeAI, HPC",,,
艾碼訊（廈門）智能設備有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E9DF07898107D65F8608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=1109,SmartRetail,iMachine,"銷售點管理系統,條碼盤點機,行動 POS",
艾美材料科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/50299AE16D84C4D2C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1110,other,I.M Tech,"散熱片及熱導管,導熱膏 / 散熱膏,其他電腦零組件",
艾芮克股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/351509E7F4ED5C44C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1111,Gaming,i-Rocks,,
艾迪索科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D17F319122DFA072C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1113,"AI, CyberSecurity, Drone, EdgeComputing, Gaming, SmartCar",ADESSO,"影像辨識服務 / 設備,倒車顯影及雷達",
艾黎科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/91F6A81F89644504C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1115,Embedded,,數據收集與辨識系統,
芊迅科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/504E3AADBDCF3EFCC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1116,Gaming,Queen Collarwali,其他電腦周邊,
芝奇國際實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D0FF41F0EC1DC33CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1117,"AI, Gaming",G.SKILL,"固態硬碟,動態隨機存取記憶體",
芯海科技（深圳）股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C622B9952518473C0ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=1120,"Edge, Embedded, Semiconductor",,"觸控IC,IC設計、封裝及代工,行動電源,觸控筆,其他電腦周邊,USB-C 傳輸線/充電器/轉接頭/集線器",
芯通科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/444A9062038FD6DAE3FFE7E1A39FEBB7D0636733C6861689/info.html?lt=data&vt=show-area&cr=1121,"BigData, ChatBot, DataCenter, GenerativeAI, QuantumComputing",SEAGATE,"硬碟,固態硬碟,顯示卡,中央處理器 /圖形處理器/加速處理器",
英國艾德科技,https://www.computextaipei.com.tw/zh-tw/exhibitor/5342249148D4120716AFB4F356442538D0636733C6861689/info.html?lt=data&vt=show-area&cr=1122,"DataCenter, SI, Semiconductor","ARDx, ADDERView Matrix, ADDERLink INFINITY",KVM over IP/ KVM Switch/ KVM Extender,
英屬維京群島商冠德國際科技股份有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A13F0B63105C5ACFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1123,"ESG, GreenTech, SDGs, WiFi7, e-bike",,"交換式電源供應器,電源適配器,行動電源,電腦電源,車用充電器",
英屬維京群島商動利科技股份有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F37094C6854858EAC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1124,"AI, AutonomousVehicles, Gaming, HPC, Liquidcooling",POWERLOGIC,電腦散熱裝置及風扇,
英屬維京群島商方案三三股份有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E7F37A609394248EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1125,AR/VR/MR/XR,,其他電腦周邊,
英屬維京群島商標緻科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/73F53659553F839AC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1127,"EdgeComputing, Embedded, Gaming",SAPPHIRE Radeon,"崁入式系統及周邊,顯示卡",
英屬維京群島商輝煌聯合資訊有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D511F9C343F913E7C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1128,other,,"手持裝置傳輸線,讀卡機,USB介面轉接頭、線材及集線器",
英屬開曼群島商聯德控股股份有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/59B6CAB55C422AF2C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1130,"AI, AutonomousVehicles, Liquidcooling, Semiconductor, SmartCar",,"AI伺服器,AI 氣冷/水冷/液冷散熱系統",
英屬開曼群島商聯通科技國際股份有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/349E980A00D15768C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1131,"AI Service, BigData, GenerativeAI, HPC",,資料中心 / 雲端服務供應商,
英政企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7D5A91BFF3A12EEBC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1132,other,,,
英晟電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6A78C0DA5B8BC035C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1134,"Gaming, other",,,
英格馬有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/FBB24331ABF1E788C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1135,other,Ingamar,"電腦鎖,其他電腦零組件",
英業達股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/FF57410B3C81B6BEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1136,"AI, Cloud, DataCenter, EdgeComputing, HPC",,AI伺服器,
英濟股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0614EF5A82522FD9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1137,"AI Service, ChatBot, GenerativeAI",,"自然語言處理服務 / 設備,深度學習服務 / 設備,影像辨識服務 / 設備,聊天機器人,智慧商業服務,系統整合服務",
茂佳科技（廣東）有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BC27DF2F81F20B3D0ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=1138,"Gaming, GenerativeAI, SmartCity, SmartHome, SmartRetail",,"液晶顯示器,觸控顯示器及面板,電競螢幕",
茂傑國際股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B5B93649C7BF9EE4C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1139,"AI, AI Service, Cloud, Gaming",,"直播解決方案,工作站",
茂森科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E6074B5D7A1236B8C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1140,"AI Service, BigData, Embedded, Security, SmartCity, SmartRetail",MARSON,"其他感測器,數據收集與辨識系統,條碼盤點機,條碼及QR Code閱讀系統",
茂碩電源科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C10C845D00872E45EBAFA644770A47EED0636733C6861689/info.html?lt=data&vt=show-area&cr=1141,"BigData, GenerativeAI",,"交換式電源供應器,電源適配器,行動電源",
荷蘭商無停有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/32E8A667EFE3CD5FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1142,Gaming,WOOTING,電腦鍵盤,
莫仕,https://www.computextaipei.com.tw/zh-tw/exhibitor/742C9A5CD320FF9CB3E853C15EA402C6D0636733C6861689/info.html?lt=data&vt=show-area&cr=1143,"AutonomousVehicles, DataCenter, Edge, Evs, GenerativeAI",,"電子連接器,電腦線材及連接器",
菁盛企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8C504B7461B30B9BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1144,SmartHome,GOLDTOOL,網路監控攝影機,
華大國際實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CBAAB1F20477AC52B3E853C15EA402C6D0636733C6861689/info.html?lt=data&vt=show-area&cr=1145,Gaming,NINJA,顯示卡,
華擎科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B97549C3C1E53EC3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1147,"AI, EdgeComputing, Embedded, Gaming, WiFi7",ASRock,個人電腦主機板,
華旗資訊科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D65ADB14AB7FEB74C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1148,"EdgeComputing, EnergyStorage, Gaming, Liquidcooling",darkFlash,電腦機殼,
華晶科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A2113834C06114E0C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1149,"AI, AR/VR/MR/XR, Drone, Security",,"機器人,無人駕駛搬運車,先進駕駛輔助系統,無人機",
華洋鑫電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D925996E9B01A836C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1150,"AI Service, ConsumerTech, ManufacturingTech",ZAIDTEK,"行動電源,手持裝置充電器,電腦電源,電腦鍵盤,滑鼠",
華研科電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/174C7EF9873D3185C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1151,"AI, EdgeComputing, Embedded, Gaming, SI",Hibertek,"準系統及迷你電腦,桌上型電腦,個人電腦主機板,電腦機殼",
華碩聯合科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CB88B3BBC99EAA7CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1152,"AI, AI Service, Gaming, WiFi7",ASUS,筆記型電腦,
華碩電腦股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/EF6CD36469887F6FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1153,"AI, AI Service, Gaming, WiFi7",ASUS,筆記型電腦,
華芸科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/88E850F1F572AF3DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1154,"Cloud, CyberSecurity, DataCenter, Gaming, SmartHome",ASUSTOR,,
華騰國際科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B4F8957B2B19D3E6C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1155,"AI, DataCenter, EdgeComputing, Embedded, LEO, Security",,"崁入式系統及周邊,其他電腦零組件,固態硬碟,記憶卡,其他電腦儲存裝置及媒體,動態隨機存取記憶體",
萬東電子（香港）有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/958F5AAE392D3C55B3E853C15EA402C6D0636733C6861689/info.html?lt=data&vt=show-area&cr=1157,"BigData, ChatBot, DataCenter, GenerativeAI, QuantumComputing",,"準系統及迷你電腦,桌上型電腦,個人電腦主機板,液晶顯示器,電競螢幕",
萬泰科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/702501EF5942D1F6C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1158,"6G, AI, BigData, EdgeComputing, SmartCity",Wonderful,網路集線器,
萬里科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/9D005743715E6E9EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1159,"BigData, DataCenter, GenerativeAI, Metaverse, XR",,"機械手臂,自動化及智慧化整廠設備,VR / AR / MR應用,數據收集與辨識系統,其他電腦周邊,應用軟體",
葵谷科技實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E3E8DE1C8A594194C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1160,"6G, WiFi6E",F-TIME,"無線網路天線,通訊天線",
蒙恩國際貿易行,https://www.computextaipei.com.tw/zh-tw/exhibitor/94D576BE99976694C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1161,"CyberSecurity, Security, SmartCar, SmartHome, e-bike",,"智慧穿戴裝置,攝影機,VR頭盔,網路攝影機,汽車顯示器及電腦,行車紀錄器",
蕪湖多彩移動互聯設備有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2A3591A1DC6AE1BEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1162,SmartCity,DELUX,"電腦鍵盤,滑鼠,藍牙鍵盤及滑鼠,其他電腦周邊,電競滑鼠,電競鍵盤,電競耳機/耳機麥克風/麥克風,電競其他週邊",
藍摩半導體股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3F4F93C233E748C0C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1163,Gaming,Dynac,"固態硬碟,動態隨機存取記憶體",
蘇州視泰克電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4A0968D96BD06663C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1165,5G&Beyond,,其他網通產品,
虹宇科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B04B1FA622FEDD6BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1169,"SmartCity, SocialNetworking",,其他網通產品,
融程電訊股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/53FC3C6FEFFB7705C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1170,"AI Service, HPC, UAV",Winmate,"可程式自動化控制器 / 可程式控制器,手機",
視博通國際股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E85F114ED5A92B46C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1174,Gaming,Superchannel,"電腦機殼,電腦電源",
視達威科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/86E96F9DF5C83609C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1175,Security,StarVedia,網路監控攝影機,
視達電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4E3976A13D941820C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1176,Embedded,,,
訊揚企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/14539658305AB302C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1177,"Metaverse, SmartCity, SmartRetail, Web3",SS-NET,其他網通產品,
詠昇電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6E36A451178CC86EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1178,other,,,
詮立股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/01F516F623B6BDBDC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1179,Embedded,,,
誠廣國際有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3B1B174E9ECB9CE5C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1181,"AI, AI Service, DataCenter, GreenTech, HPC",CHIEFTEC,其他電腦儲存裝置及媒體,
誠研創新股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BA8F7B621FB8DF57C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1182,"AI, DigitalTwin, ESG, EdgeComputing, SmartCity",,"智慧商業服務,數位孿生",
誠釱科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6B5B58517DB1A4BFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1183,"CyberSecurity, Gaming, SmartCity, SmartHome, WiFi6E",ALFA,"路由器,無線存取點 / 橋接器,無線網路天線,低功耗廣域網路模組,其他網通產品",
譁裕實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D730592F11BD3E39C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1184,"5G&Beyond, EdgeComputing, Embedded, SmartRetail, WiFi7",,工業物聯網解決方案,
財團法人工業技術研究院,https://www.computextaipei.com.tw/zh-tw/exhibitor/C227EC489DCD9949C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1187,"6G, AI, B5G, LEO, V2X",,其它,
財團法人紡織產業綜合研究所,https://www.computextaipei.com.tw/zh-tw/exhibitor/1BED623F44BED36CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1188,other,,,
貿聯國際股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5C0538C04F7C591AC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1190,"AI, EV, EnergyStorage, HPC, SmartCar",BizLink,工業物聯網解決方案,
賀豪科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/AF0B7C7B36D4FA48C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1191,"AI Service, BigData, Cloud, CyberSecurity",Wingsonic,其他電腦儲存裝置及媒體,
資輝企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7B60A791C5E5E943C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1192,"Embedded, Gaming, SmartHome, SmartRetail, other",,"手持裝置傳輸線,工業用電腦,無線網路天線",
赫揚科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C943207DCFF9936FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1194,"Cloud, EdgeComputing, SmartCity, SmartRetail",,KVM線材及切換器,
超昱光電科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/41E6031A2FBC4F80C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1195,other,Baylite,光纖,
超昱國際有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8DFAD02CE8494FCFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1196,"AI, Gaming, HPC, Liquidcooling, SI",Bitspower,"溫度感測器 / 熱電偶,電腦散熱裝置及風扇,其他電腦零組件",
超碩科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8089C890D617BC2CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1197,Gaming,,,
超詠科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CB4773F241033A6CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1198,"Embedded, Security",,工業平板電腦,
超赫科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B9B13669C852A13EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1199,"6G, LEO, Semiconductor, WiFi6E, WiFi7",,IC設計、封裝及代工,
趨勢科技,https://www.computextaipei.com.tw/zh-tw/exhibitor/9BCC51BAE1F7CFDDC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1200,"BigData, Cloud, CyberSecurity, DataCenter, Edge",Trend Vision One,防毒及資安軟體,
路用股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1B873D4F99D84982C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1201,,,,
